商品商品,现货价格,最近合约代码,最近合约价格,最近合约现期差1,主力合约代码,主力合约价格,主力合约现期差2,timestamp
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230627
PTA,5631.82,2307,5548,831.47%,2309,5492,1392.47%,20230627
白糖,7170.00,2307,6814,3564.97%,2309,6752,4185.83%,20230627
棉花,17277.50,2307,16030,12477.22%,2309,16245,10325.97%,20230627
普麦,2788.00,2307,3122,-334-11.98%,2405,3122,-334-11.98%,20230627
菜籽油OI,8995.00,2307,8848,1471.63%,2309,8652,3433.81%,20230627
强麦WH,2760.00,2307,3317,-557-20.18%,2405,3198,-438-15.87%,20230627
玻璃,21.63,2307,1643,875.03%,2309,1496,23413.52%,20230627
菜籽粕,3558.33,2307,3606,-47-1.32%,2309,3304,2547.14%,20230627
油菜籽,6352.00,2307,5851,5017.89%,2311,6058,2944.63%,20230627
硅铁,6950.00,2307,7198,-248-3.57%,2310,6962,-12-0.17%,20230627
锰硅,6565.00,2307,6718,-153-2.33%,2309,6618,-53-0.81%,20230627
甲醇MA,2114.17,2307,2055,592.79%,2309,2077,371.75%,20230627
棉纱,25825.00,2307,21600,422516.36%,2309,22995,283010.96%,20230627
尿素,2239.38,2307,1979,26011.61%,2309,1762,47721.30%,20230627
纯碱,2175.00,2307,1903,27212.51%,2309,1681,49422.71%,20230627
涤纶短纤,7376.67,2307,7070,3064.15%,2308,7000,3765.10%,20230627
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230627
棕榈油,7586.00,2307,7296,2903.82%,2309,7184,4025.30%,20230627
聚氯乙烯,5476.67,2307,5665,-188-3.43%,2309,5737,-260-4.75%,20230627
聚乙烯,8040.00,2307,7849,1912.38%,2309,7771,2693.35%,20230627
豆一,5324.00,2307,5136,1883.53%,2309,5089,2354.41%,20230627
豆粕,3952.00,2307,3857,952.40%,2309,3769,1834.63%,20230627
豆油,7956.00,2307,7698,2583.24%,2309,7690,2663.34%,20230627
玉米,2727.14,2307,2790,-62-2.27%,2309,2714,130.48%,20230627
铁矿石,869.00,2307,866.5,2.500.29%,2309,810.5,586.67%,20230627
鸡蛋,8.22,2306,3852,2586.28%,2309,4149,-39-0.95%,20230627
聚丙烯,7121.43,2307,7083,380.53%,2309,6975,1462.05%,20230627
玉米淀粉,3260.00,2307,2971,2898.87%,2309,3057,2036.23%,20230627
乙二醇,4016.67,2306,3900,1162.89%,2309,3878,1383.44%,20230627
苯乙烯,7300.00,2306,7516,-216-2.96%,2308,7051,2493.41%,20230627
液化石油气,3838.00,2306,3988,-150-3.91%,2309,3663,1754.56%,20230627
生猪,14.00,2307,14190,-190-1.36%,2309,15540,-1540-11.00%,20230627
广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,20230627
工业硅,13710.00,2308,13135,5754.19%,2308,13135,5754.19%,20230627
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230628
铜,68295.00,2307,68080,2150.31%,2308,67770,5250.77%,20230628
螺纹钢,3682.22,2307,3757,-74-2.01%,2310,3717,-34-0.92%,20230628
锌,20208.00,2307,20140,680.34%,2308,20025,1830.91%,20230628
铝,18586.67,2307,18300,2861.54%,2308,18075,5112.75%,20230628
黄金,446.84,2307,447.28,-0.44-0.10%,2310,448.6,-1.76-0.39%,20230628
线材,3914.00,2307,4800,-886-22.64%,2310,4190,-276-7.05%,20230628
燃料油,4912.00,2307,3911,100120.38%,2309,3004,190838.84%,20230628
天然橡胶,11680.00,2307,11765,-85-0.73%,2309,11920,-240-2.05%,20230628
铅,15268.75,2307,15460,-191-1.25%,2308,15465,-196-1.28%,20230628
白银,5441.00,2307,5454,-13-0.24%,2308,5460,-19-0.35%,20230628
石油沥青,3769.33,2307,3785,-15-0.40%,2310,3560,2095.54%,20230628
热轧卷板,3920.00,2307,3886,340.87%,2310,3821,992.53%,20230628
镍,166033.33,2307,161510,45232.72%,2308,158660,73734.44%,20230628
锡,212825.00,2307,213620,-795-0.37%,2308,214060,-1235-0.58%,20230628
纸浆,5280.00,2307,5056,2244.24%,2309,5126,1542.92%,20230628
不锈钢,15200.00,2307,14790,4102.70%,2308,14770,4302.83%,20230628
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230628
PTA,5631.82,2307,5540,911.62%,2309,5486,1452.57%,20230628
白糖,7170.00,2307,6749,4215.87%,2309,6660,5107.11%,20230628
棉花,17253.00,2307,16090,11636.74%,2309,16295,9585.55%,20230628
普麦,2788.00,2307,3122,-334-11.98%,2405,3122,-334-11.98%,20230628
菜籽油OI,9048.33,2307,8735,3133.46%,2309,8586,4625.11%,20230628
强麦WH,2788.00,2307,3317,-529-18.97%,2405,3198,-410-14.71%,20230628
玻璃,21.45,2307,1629,865.01%,2309,1499,21612.59%,20230628
菜籽粕,3561.67,2307,3595,-33-0.93%,2309,3258,3038.51%,20230628
油菜籽,6352.00,2307,5780,5729.01%,2311,5985,3675.78%,20230628
硅铁,6924.29,2307,7190,-265-3.83%,2310,6982,-57-0.82%,20230628
锰硅,6566.67,2307,6698,-131-1.99%,2310,6554,120.18%,20230628
甲醇MA,2120.00,2307,2074,462.17%,2309,2084,361.70%,20230628
棉纱,25750.00,2307,21660,409015.88%,2309,23060,269010.45%,20230628
尿素,2257.50,2307,2042,2159.52%,2309,1793,46420.55%,20230628
纯碱,2175.00,2307,1876,29913.75%,2309,1641,53424.55%,20230628
涤纶短纤,7368.33,2307,7064,3044.13%,2308,7000,3684.99%,20230628
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20230628
棕榈油,7602.00,2307,7390,2122.79%,2309,7236,3664.81%,20230628
聚氯乙烯,5476.67,2307,5673,-196-3.58%,2309,5747,-270-4.93%,20230628
聚乙烯,8035.71,2307,7868,1672.08%,2309,7792,2433.02%,20230628
豆一,5324.00,2307,5123,2013.78%,2309,5083,2414.53%,20230628
豆粕,3952.00,2307,3800,1523.85%,2309,3724,2285.77%,20230628
豆油,8000.00,2307,7644,3564.45%,2309,7654,3464.32%,20230628
玉米,2734.29,2307,2786,-51-1.87%,2309,2699,351.28%,20230628
铁矿石,886.33,2307,884.5,1.830.21%,2309,823.5,627.00%,20230628
鸡蛋,8.22,2307,3771,3398.25%,2309,4153,-43-1.05%,20230628
聚丙烯,7121.43,2307,7058,630.88%,2309,6983,1381.94%,20230628
玉米淀粉,3260.00,2307,2965,2959.05%,2309,3066,1945.95%,20230628
乙二醇,3955.00,2307,3821,1343.39%,2309,3904,511.29%,20230628
苯乙烯,7175.00,2307,7135,400.56%,2308,7035,1401.95%,20230628
液化石油气,3784.00,2307,3821,-37-0.98%,2309,3657,1273.36%,20230628
生猪,13.90,2307,13875,250.18%,2309,15530,-1630-11.73%,20230628
广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,广州期货交易所,20230628
工业硅,13710.00,2308,13140,5704.16%,2308,13140,5704.16%,20230628
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20230629
铜,68056.67,2307,67670,3860.57%,2308,67290,7661.13%,20230629
螺纹钢,3690.00,2307,3752,-62-1.68%,2310,3722,-32-0.87%,20230629
锌,20250.00,2307,20110,1400.69%,2308,19965,2851.41%,20230629
铝,18566.67,2307,18235,3311.78%,2308,17985,5813.13%,20230629
黄金,447.53,2307,449.32,-1.79-0.40%,2310,448.86,-1.33-0.30%,20230629
线材,3926.00,2307,4906,-980-24.96%,2310,4210,-284-7.23%,20230629
燃料油,4892.00,2307,3897,99520.34%,2309,3060,183237.45%,20230629
天然橡胶,11670.00,2307,11755,-85-0.73%,2309,11895,-225-1.93%,20230629
铅,15268.75,2307,15445,-176-1.15%,2308,15460,-191-1.25%,20230629
白银,5447.67,2307,5443,4.670.09%,2308,5452,-4.33-0.08%,20230629
石油沥青,3764.33,2307,3792,-27-0.72%,2310,3569,1955.18%,20230629
热轧卷板,3924.00,2307,3881,431.10%,2310,3815,1092.78%,20230629
镍,164216.67,2307,158470,57463.50%,2308,155390,88265.37%,20230629
锡,213575.00,2307,212120,14550.68%,2308,212430,11450.54%,20230629
纸浆,5280.00,2307,5104,1763.33%,2309,5168,1122.12%,20230629
不锈钢,15212.50,2307,14655,5573.66%,2308,14625,5873.86%,20230629
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20230629
PTA,5600.00,2307,5584,160.29%,2309,5514,861.54%,20230629
白糖,7150.00,2307,6739,4115.75%,2309,6646,5047.05%,20230629
棉花,17246.83,2307,16080,11666.76%,2309,16310,9365.43%,20230629
普麦,2798.00,2307,3122,-324-11.58%,2405,3122,-324-11.58%,20230629
菜籽油OI,9028.33,2307,8730,2983.30%,2309,8613,4154.60%,20230629
强麦WH,2798.00,2307,3317,-519-18.55%,2405,3198,-400-14.30%,20230629
玻璃,21.45,2307,1638,774.49%,2309,1499,21612.59%,20230629
菜籽粕,3565.00,2307,3644,-79-2.22%,2309,3289,2767.74%,20230629
油菜籽,6360.00,2307,5735,6259.83%,2311,5938,4226.64%,20230629
硅铁,6924.29,2307,7156,-231-3.34%,2310,6972,-47-0.68%,20230629
锰硅,6566.67,2307,6698,-131-1.99%,2310,6554,120.18%,20230629
甲醇MA,2161.67,2307,2161,0.670.03%,2309,2147,140.65%,20230629
棉纱,25750.00,2307,21400,435016.89%,2309,23085,266510.35%,20230629
尿素,2261.25,2307,2123,1386.10%,2309,1870,39117.29%,20230629
纯碱,2175.00,2307,1912,26312.09%,2309,1666,50923.40%,20230629
